,home_rank,home_weighted_points,away_rank,away_weighted_points,rank_diff,point_diff,tournament,neutral,home_team,away_team
Kosovo,16.833333333333332,477.5566666666667,162.66666666666666,74.70666666666666,-145.83333333333331,402.85,1,0,30,76
Kosovo,20.333333333333332,519.1433333333333,162.66666666666666,74.70666666666666,-142.33333333333331,444.43666666666667,1,0,58,76
Kosovo,38.166666666666664,290.03666666666663,162.66666666666666,74.70666666666666,-124.5,215.32999999999998,1,0,136,76
Kosovo,33.333333333333336,405.47333333333336,162.66666666666666,74.70666666666666,-129.33333333333331,330.7666666666667,1,1,140,76
Laos,82.66666666666667,306.0,180.83333333333334,21.25,-98.16666666666667,284.75,1,0,73,77
Latvia,50.5,193.13,133.5,78.05166666666666,-83.0,115.07833333333333,1,0,57,78
Latvia,3.5,708.9733333333334,133.5,78.05166666666666,-130.0,630.9216666666667,1,0,107,78
Latvia,7.0,613.3216666666666,133.5,78.05166666666666,-126.5,535.27,1,0,128,78
Lebanon,59.166666666666664,183.17666666666665,82.66666666666667,306.0,-23.500000000000007,-122.82333333333335,1,0,68,79
Libya,39.166666666666664,340.10166666666663,98.0,175.64666666666665,-58.833333333333336,164.45499999999998,1,0,28,81
Libya,68.83333333333333,229.67499999999998,98.0,175.64666666666665,-29.16666666666667,54.028333333333336,1,0,54,81
Liechtenstein,57.833333333333336,243.60333333333332,181.16666666666666,42.68500000000001,-123.33333333333331,200.91833333333332,1,0,1,82
Liechtenstein,96.66666666666667,60.405,181.16666666666666,42.68500000000001,-84.49999999999999,17.71999999999999,1,0,61,82
Liechtenstein,16.833333333333332,440.00500000000005,181.16666666666666,42.68500000000001,-164.33333333333331,397.32000000000005,1,0,62,82
Liechtenstein,7.333333333333333,608.915,181.16666666666666,42.68500000000001,-173.83333333333331,566.2299999999999,1,0,124,82
Lithuania,14.333333333333334,479.66833333333335,138.83333333333334,40.94833333333333,-124.50000000000001,438.72,1,0,38,83
Lithuania,28.5,358.18666666666667,138.83333333333334,40.94833333333333,-110.33333333333334,317.23833333333334,1,0,119,83
Lithuania,62.5,238.87666666666667,138.83333333333334,40.94833333333333,-76.33333333333334,197.92833333333334,1,0,120,83
Luxembourg,46.333333333333336,370.25999999999993,83.5,299.77,-37.166666666666664,70.48999999999995,1,0,18,84
Luxembourg,19.666666666666668,527.0783333333334,83.5,299.77,-63.83333333333333,227.3083333333334,1,0,92,84
Luxembourg,21.0,578.8333333333334,83.5,299.77,-62.5,279.0633333333334,1,0,127,84
Madagascar,26.833333333333332,401.705,109.5,155.11166666666668,-82.66666666666667,246.5933333333333,1,0,114,85
Malawi,142.0,104.65500000000002,122.16666666666667,91.53000000000002,19.83333333333333,13.125,1,0,132,86
Malaysia,83.16666666666667,263.06,173.33333333333334,25.450000000000003,-90.16666666666667,237.61,1,1,100,87
Malaysia,67.0,174.54,173.33333333333334,25.450000000000003,-106.33333333333334,149.08999999999997,1,0,112,87
Maldives,101.16666666666667,135.38333333333333,149.16666666666666,74.63,-47.999999999999986,60.75333333333333,1,0,108,88
Mali,146.0,43.41166666666667,67.5,198.16833333333332,78.5,-154.75666666666666,1,0,16,89
Mali,41.333333333333336,380.00333333333333,67.5,198.16833333333332,-26.166666666666664,181.835,1,0,89,89
Malta,14.333333333333334,479.66833333333335,184.83333333333334,27.378333333333334,-170.5,452.29,1,0,38,90
Malta,138.83333333333334,40.94833333333333,184.83333333333334,27.378333333333334,-46.0,13.569999999999997,1,0,76,90
Malta,34.166666666666664,493.81333333333333,184.83333333333334,27.378333333333334,-150.66666666666669,466.435,1,0,113,90
Malta,28.5,358.18666666666667,184.83333333333334,27.378333333333334,-156.33333333333334,330.80833333333334,1,0,119,90
Malta,62.5,238.87666666666667,184.83333333333334,27.378333333333334,-122.33333333333334,211.49833333333333,1,0,120,90
Mauritania,19.666666666666668,580.4266666666666,104.16666666666667,142.08166666666668,-84.5,438.3449999999999,1,0,135,91
Mexico,62.666666666666664,284.3066666666667,16.0,494.0733333333333,46.666666666666664,-209.76666666666665,1,0,56,92
Moldova,27.333333333333332,430.10999999999996,170.5,44.43333333333334,-143.16666666666666,385.6766666666666,1,0,8,93
Moldova,34.833333333333336,445.91499999999996,170.5,44.43333333333334,-135.66666666666666,401.4816666666666,1,0,115,93
Moldova,19.833333333333332,376.8283333333333,170.5,44.43333333333334,-150.66666666666666,332.395,1,0,146,93
Montenegro,94.66666666666667,166.66833333333332,44.166666666666664,395.24,50.50000000000001,-228.5716666666667,1,0,6,94
Montenegro,8.0,569.9300000000001,44.166666666666664,395.24,-36.166666666666664,174.69000000000005,1,0,106,94
Morocco,141.5,24.791666666666668,41.333333333333336,380.00333333333333,100.16666666666666,-355.21166666666664,1,0,39,95
Morocco,3.5,708.9733333333334,41.333333333333336,380.00333333333333,-37.833333333333336,328.97,0,1,107,95
Mozambique,91.66666666666667,173.07000000000002,107.66666666666667,136.225,-16.0,36.84500000000003,1,0,47,96
Namibia,68.83333333333333,229.67499999999998,110.16666666666667,126.67333333333335,-41.33333333333334,103.00166666666664,1,1,54,97
Netherlands,46.333333333333336,370.25999999999993,19.666666666666668,527.0783333333334,26.666666666666668,-156.81833333333344,1,0,18,98
Netherlands,8.0,521.5266666666665,19.666666666666668,527.0783333333334,-11.666666666666668,-5.551666666666847,1,0,46,98
New Caledonia,124.5,101.87,155.16666666666666,83.23,-30.666666666666657,18.64,1,0,94,99
New Zealand,11.0,616.1850000000001,124.5,101.87,-113.5,514.315,1,0,104,100
Nigeria,61.5,212.29999999999998,49.5,280.28333333333336,12.0,-67.98333333333338,1,0,2,102
Nigeria,16.833333333333332,477.5566666666667,49.5,280.28333333333336,-32.66666666666667,197.2733333333333,0,1,30,102
Northern Ireland,1.0,822.7366666666667,26.333333333333332,421.1116666666667,-25.333333333333332,401.625,1,0,49,103
Northern Ireland,53.5,378.68666666666667,26.333333333333332,421.1116666666667,27.166666666666668,-42.42500000000001,1,0,98,103
Norway,120.16666666666667,81.07333333333334,53.5,378.68666666666667,66.66666666666667,-297.61333333333334,1,0,9,104
Norway,45.5,306.84833333333336,53.5,378.68666666666667,-8.0,-71.83833333333331,1,0,32,104
Norway,1.0,822.7366666666667,53.5,378.68666666666667,-52.5,444.05,1,0,49,104
Norway,26.333333333333332,421.1116666666667,53.5,378.68666666666667,-27.166666666666668,42.42500000000001,1,0,97,104
Oman,121.33333333333333,157.96,93.83333333333333,228.235,27.5,-70.275,1,0,137,105
Palestine,79.0,183.25,83.16666666666667,263.06,-4.166666666666671,-79.81,1,0,141,106
Panama,4.0,646.1566666666666,54.0,306.59333333333336,-50.0,339.5633333333333,0,1,12,107
Panama,25.166666666666668,395.195,54.0,306.59333333333336,-28.833333333333332,88.60166666666663,1,0,29,107
Panama,14.333333333333334,479.66833333333335,54.0,306.59333333333336,-39.666666666666664,173.075,0,1,38,107
Panama,16.0,494.0733333333333,54.0,306.59333333333336,-38.0,187.47999999999996,1,0,86,107
Panama,85.66666666666667,173.22166666666666,54.0,306.59333333333336,31.66666666666667,-133.3716666666667,1,0,134,107
Panama,24.5,488.3666666666666,54.0,306.59333333333336,-29.5,181.77333333333326,1,0,138,107
Papua New Guinea,150.33333333333334,117.98,166.83333333333334,32.515,-16.5,85.465,1,0,121,108
Paraguay,52.666666666666664,406.9783333333333,31.166666666666668,421.83,21.499999999999996,-14.851666666666688,1,0,15,109
Paraguay,2.0,638.3583333333332,31.166666666666668,421.83,-29.166666666666668,216.52833333333325,1,0,17,109
Paraguay,11.0,616.1850000000001,31.166666666666668,421.83,-20.166666666666668,194.35500000000008,1,0,104,109
Paraguay,19.0,395.4550000000001,31.166666666666668,421.83,-12.166666666666668,-26.374999999999886,1,0,142,109
Peru,2.0,638.3583333333332,11.0,616.1850000000001,-9.0,22.173333333333176,1,0,17,110
Peru,9.5,442.0466666666666,11.0,616.1850000000001,-1.5,-174.13833333333343,1,0,25,110
Peru,14.5,367.13333333333327,11.0,616.1850000000001,3.5,-249.0516666666668,1,0,26,110
Peru,8.0,521.5266666666665,11.0,616.1850000000001,-3.0,-94.65833333333353,0,1,46,110
Peru,19.0,395.4550000000001,11.0,616.1850000000001,8.0,-220.72999999999996,1,0,142,110
Philippines,119.66666666666667,150.8516666666667,117.83333333333333,138.975,1.8333333333333428,11.876666666666694,1,0,10,111
Philippines,82.0,129.1316666666667,117.83333333333333,138.975,-35.83333333333333,-9.843333333333305,1,0,143,111
Poland,12.0,754.7800000000001,8.0,569.9300000000001,4.0,184.85000000000002,1,0,33,112
Portugal,7.0,613.3216666666666,3.5,708.9733333333334,3.5,-95.65166666666676,1,0,128,113
Qatar,59.166666666666664,183.17666666666665,101.16666666666667,135.38333333333333,-42.00000000000001,47.79333333333332,1,0,68,114
Qatar,75.0,232.32833333333335,101.16666666666667,135.38333333333333,-26.16666666666667,96.94500000000002,1,1,129,114
Qatar,82.0,129.1316666666667,101.16666666666667,135.38333333333333,-19.16666666666667,-6.251666666666637,1,0,143,114
Romania,44.166666666666664,395.24,34.333333333333336,384.19,9.833333333333329,11.050000000000011,1,0,88,115
