,home_rank,home_weighted_points,away_rank,away_weighted_points,rank_diff,point_diff,tournament,neutral,home_team,away_team
Romania,8.0,569.9300000000001,34.333333333333336,384.19,-26.333333333333336,185.74000000000007,1,0,106,115
Rwanda,98.0,175.64666666666665,120.66666666666667,89.85000000000001,-22.66666666666667,85.79666666666664,1,1,74,116
San Marino,120.16666666666667,81.07333333333334,204.16666666666666,0.0,-83.99999999999999,81.07333333333334,1,0,9,117
San Marino,45.5,306.84833333333336,204.16666666666666,0.0,-158.66666666666666,306.84833333333336,1,0,32,117
San Marino,1.0,822.7366666666667,204.16666666666666,0.0,-203.16666666666666,822.7366666666667,1,0,49,117
San Marino,26.333333333333332,421.1116666666667,204.16666666666666,0.0,-177.83333333333331,421.1116666666667,1,0,97,117
San Marino,53.5,378.68666666666667,204.16666666666666,0.0,-150.66666666666666,378.68666666666667,1,0,98,117
Saudi Arabia,37.5,394.7683333333334,67.0,174.54,-29.5,220.22833333333338,1,0,7,118
Saudi Arabia,57.833333333333336,220.96666666666667,67.0,174.54,-9.166666666666664,46.42666666666668,1,0,64,118
Saudi Arabia,64.66666666666667,212.42,67.0,174.54,-2.3333333333333286,37.879999999999995,0,0,110,118
Saudi Arabia,79.0,183.25,67.0,174.54,12.0,8.710000000000008,1,0,141,118
Saudi Arabia,19.0,395.4550000000001,67.0,174.54,-48.0,220.9150000000001,0,1,142,118
Scotland,14.333333333333334,479.66833333333335,34.166666666666664,493.81333333333333,-19.83333333333333,-14.144999999999982,1,0,38,119
Scotland,28.5,358.18666666666667,34.166666666666664,493.81333333333333,-5.666666666666664,-135.62666666666667,1,0,119,119
Serbia,27.333333333333332,430.10999999999996,34.833333333333336,445.91499999999996,-7.5000000000000036,-15.805000000000007,1,0,8,121
Seychelles,144.5,82.33833333333332,191.83333333333334,11.543333333333335,-47.33333333333334,70.79499999999999,1,0,20,122
Sierra Leone,168.66666666666666,0.0,101.5,190.05999999999997,67.16666666666666,-190.05999999999997,1,0,24,123
Singapore,145.16666666666666,104.065,171.66666666666666,31.26,-26.5,72.80499999999999,1,1,0,124
Slovakia,14.333333333333334,479.66833333333335,28.5,358.18666666666667,-14.166666666666666,121.48166666666668,1,0,38,125
Slovakia,34.166666666666664,493.81333333333333,28.5,358.18666666666667,5.666666666666664,135.62666666666667,1,0,113,125
Slovakia,62.5,238.87666666666667,28.5,358.18666666666667,34.0,-119.31,1,0,120,125
Slovenia,14.333333333333334,479.66833333333335,62.5,238.87666666666667,-48.166666666666664,240.79166666666669,1,0,38,126
Slovenia,34.166666666666664,493.81333333333333,62.5,238.87666666666667,-28.333333333333336,254.93666666666667,1,0,113,126
Slovenia,28.5,358.18666666666667,62.5,238.87666666666667,-34.0,119.31,1,0,119,126
Solomon Islands,124.5,101.87,150.33333333333334,117.98,-25.833333333333343,-16.11,1,0,94,127
Solomon Islands,156.16666666666666,48.875,150.33333333333334,117.98,5.833333333333314,-69.105,1,1,130,127
Somalia,107.83333333333333,183.29333333333332,206.33333333333334,0.0,-98.50000000000001,183.29333333333332,1,0,95,128
South Africa,26.833333333333332,401.705,74.83333333333333,190.57333333333335,-48.0,211.13166666666663,1,0,114,129
South Sudan,104.16666666666667,142.08166666666668,154.66666666666666,54.19833333333333,-50.499999999999986,87.88333333333335,1,0,84,130
Sudan,76.16666666666667,240.4316666666667,123.16666666666667,160.32166666666666,-47.0,80.11000000000004,1,0,148,132
Swaziland,49.5,280.28333333333336,132.0,42.01499999999999,-82.5,238.26833333333337,1,0,96,133
Sweden,46.333333333333336,370.25999999999993,21.0,578.8333333333334,25.333333333333336,-208.57333333333344,1,0,18,134
Sweden,8.0,521.5266666666665,21.0,578.8333333333334,-13.0,-57.30666666666684,1,0,46,134
Sweden,1.0,822.7366666666667,21.0,578.8333333333334,-20.0,243.9033333333333,0,1,49,134
Sweden,19.666666666666668,527.0783333333334,21.0,578.8333333333334,-1.3333333333333321,-51.754999999999995,1,0,92,134
Switzerland,3.5,708.9733333333334,7.0,613.3216666666666,-3.5,95.65166666666676,1,0,107,135
Syria,37.5,394.7683333333334,75.0,232.32833333333335,-37.5,162.44000000000003,1,0,7,136
Syria,57.833333333333336,220.96666666666667,75.0,232.32833333333335,-17.166666666666664,-11.361666666666679,1,0,64,136
Syria,59.166666666666664,183.17666666666665,75.0,232.32833333333335,-15.833333333333336,-49.1516666666667,1,0,68,136
Syria,101.16666666666667,135.38333333333333,75.0,232.32833333333335,26.16666666666667,-96.94500000000002,1,0,108,136
Syria,82.0,129.1316666666667,75.0,232.32833333333335,7.0,-103.19666666666666,1,0,143,136
Tahiti,150.33333333333334,117.98,156.16666666666666,48.875,-5.833333333333314,69.105,1,0,121,137
Tajikistan,37.5,394.7683333333334,122.0,156.32999999999998,-84.5,238.4383333333334,1,0,7,138
Tajikistan,115.16666666666667,140.725,122.0,156.32999999999998,-6.833333333333329,-15.60499999999999,1,0,65,138
Tanzania,61.5,212.29999999999998,142.0,104.65500000000002,-80.5,107.64499999999997,1,0,2,139
Tanzania,122.16666666666667,91.53000000000002,142.0,104.65500000000002,-19.83333333333333,-13.125,1,0,79,139
Thailand,37.5,394.7683333333334,125.5,109.98,-88.0,284.78833333333336,1,0,7,140
Thailand,86.33333333333333,242.39000000000001,125.5,109.98,-39.16666666666667,132.41000000000003,1,1,60,140
Thailand,57.833333333333336,220.96666666666667,125.5,109.98,-67.66666666666666,110.98666666666666,1,0,64,140
Thailand,67.0,174.54,125.5,109.98,-58.5,64.55999999999999,1,0,112,140
Thailand,79.0,183.25,125.5,109.98,-46.5,73.27,1,0,141,140
Togo,76.5,189.62166666666667,127.5,71.59833333333331,-51.0,118.02333333333335,1,0,139,141
Trinidad and Tobago,25.166666666666668,395.195,85.66666666666667,173.22166666666666,-60.5,221.97333333333333,1,0,29,142
Trinidad and Tobago,62.666666666666664,284.3066666666667,85.66666666666667,173.22166666666666,-23.000000000000007,111.08500000000001,1,0,56,142
Trinidad and Tobago,16.0,494.0733333333333,85.66666666666667,173.22166666666666,-69.66666666666667,320.8516666666667,1,0,86,142
Trinidad and Tobago,54.0,306.59333333333336,85.66666666666667,173.22166666666666,-31.66666666666667,133.3716666666667,1,0,101,142
Trinidad and Tobago,24.5,488.3666666666666,85.66666666666667,173.22166666666666,-61.16666666666667,315.145,1,0,138,142
Trinidad and Tobago,24.5,488.3666666666666,85.66666666666667,173.22166666666666,-61.16666666666667,315.145,1,0,138,142
Tunisia,4.0,646.1566666666666,19.666666666666668,580.4266666666666,-15.666666666666668,65.73000000000002,0,1,12,143
Turkey,20.333333333333332,519.1433333333333,38.166666666666664,290.03666666666663,-17.833333333333332,229.10666666666668,1,0,58,144
Turkey,33.333333333333336,405.47333333333336,38.166666666666664,290.03666666666663,-4.833333333333329,115.43666666666672,1,0,140,144
USA,25.166666666666668,395.195,24.5,488.3666666666666,0.6666666666666679,-93.17166666666662,1,0,29,145
USA,134.66666666666666,0.0,24.5,488.3666666666666,110.16666666666666,-488.3666666666666,1,0,53,145
USA,85.66666666666667,173.22166666666666,24.5,488.3666666666666,61.16666666666667,-315.145,1,0,134,145
Uganda,42.333333333333336,273.91833333333335,76.5,189.62166666666667,-34.166666666666664,84.29666666666668,1,0,36,146
Ukraine,16.833333333333332,477.5566666666667,33.333333333333336,405.47333333333336,-16.500000000000004,72.08333333333331,1,0,30,147
Ukraine,20.333333333333332,519.1433333333333,33.333333333333336,405.47333333333336,-13.000000000000004,113.66999999999996,1,0,58,147
United Arab Emirates,37.5,394.7683333333334,79.0,183.25,-41.5,211.51833333333337,1,0,7,148
United Arab Emirates,86.33333333333333,242.39000000000001,79.0,183.25,7.333333333333329,59.140000000000015,1,1,60,148
United Arab Emirates,67.0,174.54,79.0,183.25,-12.0,-8.710000000000008,1,0,112,148
United Arab Emirates,67.0,174.54,79.0,183.25,-12.0,-8.710000000000008,1,0,112,148
Uruguay,4.5,462.20166666666665,19.0,395.4550000000001,-14.5,66.74666666666656,1,0,5,149
Uruguay,9.5,442.0466666666666,19.0,395.4550000000001,-9.5,46.59166666666653,1,0,25,149
Uruguay,64.5,58.74999999999999,19.0,395.4550000000001,45.5,-336.7050000000001,1,0,35,149
Uruguay,11.0,616.1850000000001,19.0,395.4550000000001,-8.0,220.72999999999996,1,0,104,149
Uzbekistan,59.166666666666664,183.17666666666665,82.0,129.1316666666667,-22.833333333333336,54.04499999999996,1,0,68,150
Uzbekistan,75.0,232.32833333333335,82.0,129.1316666666667,-7.0,103.19666666666666,1,1,129,150
Venezuela,52.666666666666664,406.9783333333333,43.166666666666664,410.935,9.5,-3.956666666666706,1,0,15,151
Venezuela,2.0,638.3583333333332,43.166666666666664,410.935,-41.166666666666664,227.42333333333323,1,0,17,151
Venezuela,9.5,442.0466666666666,43.166666666666664,410.935,-33.666666666666664,31.111666666666622,1,0,25,151
Venezuela,14.5,367.13333333333327,43.166666666666664,410.935,-28.666666666666664,-43.80166666666673,1,0,26,151
Venezuela,64.5,58.74999999999999,43.166666666666664,410.935,21.333333333333336,-352.185,1,0,35,151
Venezuela,19.0,395.4550000000001,43.166666666666664,410.935,-24.166666666666664,-15.479999999999905,1,0,142,151
Vietnam,86.33333333333333,242.39000000000001,107.33333333333333,201.84,-21.0,40.55000000000001,1,1,60,152
Yemen,119.66666666666667,150.8516666666667,133.16666666666666,113.13999999999999,-13.499999999999986,37.7116666666667,1,0,10,154
Yemen,114.66666666666667,124.46,133.16666666666666,113.13999999999999,-18.499999999999986,11.320000000000007,1,0,67,154
Zambia,49.5,280.28333333333336,76.16666666666667,240.4316666666667,-26.66666666666667,39.85166666666666,1,0,96,155
Panama,62.666666666666664,284.3066666666667,54.0,306.59333333333336,8.666666666666664,-22.28666666666669,1,0,56,107
Saudi Arabia,86.33333333333333,242.39000000000001,67.0,174.54,19.33333333333333,67.85000000000002,1,1,60,118
Guinea,110.16666666666667,126.67333333333335,68.83333333333333,229.67499999999998,41.33333333333334,-103.00166666666664,1,0,91,59
Mexico,85.66666666666667,173.22166666666666,16.0,494.0733333333333,69.66666666666667,-320.8516666666667,1,0,134,92
Brazil,19.0,395.4550000000001,2.0,638.3583333333332,17.0,-242.90333333333314,1,0,142,18
Japan,75.0,232.32833333333335,57.833333333333336,220.96666666666667,17.166666666666664,11.361666666666679,1,1,129,70
Northern Ireland,120.16666666666667,81.07333333333334,26.333333333333332,421.1116666666667,93.83333333333334,-340.03833333333336,1,0,9,103
Portugal,133.5,78.05166666666666,3.5,708.9733333333334,130.0,-630.9216666666667,1,0,72,113
Germany,120.16666666666667,81.07333333333334,1.0,822.7366666666667,119.16666666666667,-741.6633333333333,1,0,9,53
Mexico,62.666666666666664,284.3066666666667,16.0,494.0733333333333,46.666666666666664,-209.76666666666665,1,0,56,92
Paraguay,43.166666666666664,410.935,31.166666666666668,421.83,11.999999999999996,-10.894999999999982,1,0,144,109
Saudi Arabia,86.33333333333333,242.39000000000001,67.0,174.54,19.33333333333333,67.85000000000002,1,1,60,118
England,138.83333333333334,40.94833333333333,14.333333333333334,479.66833333333335,124.50000000000001,-438.72,1,0,76,41
Iceland,38.166666666666664,290.03666666666663,20.333333333333332,519.1433333333333,17.833333333333332,-229.10666666666668,1,0,136,64
Costa Rica,24.5,488.3666666666666,25.166666666666668,395.195,-0.6666666666666679,93.17166666666662,1,0,138,32
Zambia,61.5,212.29999999999998,76.16666666666667,240.4316666666667,-14.666666666666671,-28.131666666666717,1,0,2,155
Paraguay,9.5,442.0466666666666,31.166666666666668,421.83,-21.666666666666668,20.21666666666664,1,0,25,109
Tahiti,166.83333333333334,32.515,156.16666666666666,48.875,10.666666666666686,-16.36,1,0,102,137
Japan,75.0,232.32833333333335,57.833333333333336,220.96666666666667,17.166666666666664,11.361666666666679,1,1,129,70
Italy,96.66666666666667,60.405,16.833333333333332,440.00500000000005,79.83333333333334,-379.6,1,0,61,68
United Arab Emirates,173.33333333333334,25.450000000000003,79.0,183.25,94.33333333333334,-157.8,1,0,80,148
Mexico,62.666666666666664,284.3066666666667,16.0,494.0733333333333,46.666666666666664,-209.76666666666665,1,0,56,92
Honduras,85.66666666666667,173.22166666666666,62.666666666666664,284.3066666666667,23.000000000000007,-111.08500000000001,1,0,134,61
England,28.5,358.18666666666667,14.333333333333334,479.66833333333335,14.166666666666666,-121.48166666666668,1,0,119,41
France,83.5,299.77,8.0,521.5266666666665,75.5,-221.75666666666655,1,0,77,49
Argentina,9.5,442.0466666666666,4.5,462.20166666666665,5.0,-20.15500000000003,1,0,25,5
Japan,125.5,109.98,57.833333333333336,220.96666666666667,67.66666666666666,-110.98666666666666,1,0,133,70
Czech Republic,204.16666666666666,0.0,45.5,306.84833333333336,158.66666666666666,-306.84833333333336,1,0,111,35
Guinea,110.16666666666667,126.67333333333335,68.83333333333333,229.67499999999998,41.33333333333334,-103.00166666666664,1,0,91,59
Japan,125.5,109.98,57.833333333333336,220.96666666666667,67.66666666666666,-110.98666666666666,1,0,133,70
England,138.83333333333334,40.94833333333333,14.333333333333334,479.66833333333335,124.50000000000001,-438.72,1,0,76,41
Slovakia,138.83333333333334,40.94833333333333,28.5,358.18666666666667,110.33333333333334,-317.23833333333334,1,0,76,125
Nigeria,76.16666666666667,240.4316666666667,49.5,280.28333333333336,26.66666666666667,-39.85166666666666,1,0,148,102
Montenegro,12.0,754.7800000000001,44.166666666666664,395.24,-32.166666666666664,359.5400000000001,1,0,33,94
Qatar,185.83333333333334,0.0,101.16666666666667,135.38333333333333,84.66666666666667,-135.38333333333333,1,0,14,114
Maldives,185.83333333333334,0.0,149.16666666666666,74.63,36.666666666666686,-74.63,1,0,14,88
Netherlands,83.5,299.77,19.666666666666668,527.0783333333334,63.83333333333333,-227.3083333333334,1,0,77,98
Mexico,59.166666666666664,183.17666666666665,16.0,494.0733333333333,43.166666666666664,-310.89666666666665,0,1,68,92
Poland,44.166666666666664,395.24,8.0,569.9300000000001,36.166666666666664,-174.69000000000005,1,0,88,112
Mexico,84.66666666666667,250.72500000000002,16.0,494.0733333333333,68.66666666666667,-243.3483333333333,1,0,37,92
Tunisia,68.83333333333333,229.67499999999998,19.666666666666668,580.4266666666666,49.16666666666666,-350.75166666666667,1,0,54,143
Croatia,65.0,346.72499999999997,16.833333333333332,477.5566666666667,48.16666666666667,-130.8316666666667,1,0,45,33
Israel,181.16666666666666,42.68500000000001,96.66666666666667,60.405,84.49999999999999,-17.71999999999999,1,0,75,67
Uzbekistan,101.16666666666667,135.38333333333333,82.0,129.1316666666667,19.16666666666667,6.251666666666637,1,0,108,150
Senegal,74.83333333333333,190.57333333333335,26.833333333333332,401.705,48.0,-211.13166666666663,1,0,123,120
Northern Ireland,120.16666666666667,81.07333333333334,26.333333333333332,421.1116666666667,93.83333333333334,-340.03833333333336,1,0,9,103
Hong Kong,185.83333333333334,0.0,143.5,90.26,42.33333333333334,-90.26,1,0,14,62
Greece,90.33333333333333,218.51500000000001,44.833333333333336,339.45666666666665,45.49999999999999,-120.94166666666663,1,0,41,56
Israel,57.833333333333336,243.60333333333332,96.66666666666667,60.405,-38.833333333333336,183.19833333333332,1,0,1,67
Ukraine,162.66666666666666,74.70666666666666,33.333333333333336,405.47333333333336,129.33333333333331,-330.7666666666667,1,1,69,147
Germany,45.5,306.84833333333336,1.0,822.7366666666667,44.5,-515.8883333333333,1,0,32,53
Solomon Islands,166.83333333333334,32.515,150.33333333333334,117.98,16.5,-85.465,1,0,102,127
Chile,43.166666666666664,410.935,9.5,442.0466666666666,33.666666666666664,-31.111666666666622,1,0,144,27
Switzerland,132.83333333333334,204.26500000000001,7.0,613.3216666666666,125.83333333333334,-409.0566666666666,1,0,3,135
Brazil,64.5,58.74999999999999,2.0,638.3583333333332,62.5,-579.6083333333332,1,0,35,18
Tunisia,68.83333333333333,229.67499999999998,19.666666666666668,580.4266666666666,49.16666666666666,-350.75166666666667,1,0,54,143
Turkey,162.66666666666666,74.70666666666666,38.166666666666664,290.03666666666663,124.5,-215.32999999999998,1,1,69,144
Hong Kong,149.16666666666666,74.63,143.5,90.26,5.666666666666657,-15.63000000000001,1,0,81,62
Panama,62.666666666666664,284.3066666666667,54.0,306.59333333333336,8.666666666666664,-22.28666666666669,1,0,56,107
Peru,64.5,58.74999999999999,11.0,616.1850000000001,53.5,-557.4350000000001,1,0,35,110
Thailand,107.33333333333333,201.84,125.5,109.98,-18.16666666666667,91.86,1,0,145,140
Serbia,170.5,44.43333333333334,34.833333333333336,445.91499999999996,135.66666666666666,-401.4816666666666,1,0,87,121
Botswana,206.33333333333334,0.0,146.0,43.41166666666667,60.33333333333334,-43.41166666666667,1,0,40,17
New Zealand,166.83333333333334,58.02166666666667,124.5,101.87,42.33333333333334,-43.848333333333336,1,0,44,100
Scotland,184.83333333333334,27.378333333333334,34.166666666666664,493.81333333333333,150.66666666666669,-466.435,1,0,83,119
Denmark,11.0,616.1850000000001,12.0,754.7800000000001,-1.0,-138.59500000000003,0,1,104,36
Netherlands,85.83333333333333,160.80666666666664,19.666666666666668,527.0783333333334,66.16666666666666,-366.27166666666676,1,0,11,98
Colombia,31.166666666666668,421.83,14.5,367.13333333333327,16.666666666666668,54.696666666666715,1,0,103,28
France,19.666666666666668,527.0783333333334,8.0,521.5266666666665,11.666666666666668,5.551666666666847,1,0,92,49
England,28.5,358.18666666666667,14.333333333333334,479.66833333333335,14.166666666666666,-121.48166666666668,1,0,119,41
Belgium,200.83333333333334,17.08,4.0,646.1566666666666,196.83333333333334,-629.0766666666666,1,1,51,13
Brazil,43.166666666666664,410.935,2.0,638.3583333333332,41.166666666666664,-227.42333333333323,1,0,144,18
Albania,181.16666666666666,42.68500000000001,57.833333333333336,243.60333333333332,123.33333333333331,-200.91833333333332,1,0,75,1
Estonia,200.83333333333334,17.08,90.33333333333333,218.51500000000001,110.50000000000001,-201.435,1,1,51,44
Wales,170.5,44.43333333333334,19.833333333333332,376.8283333333333,150.66666666666666,-332.395,1,0,87,153
Poland,94.66666666666667,166.66833333333332,8.0,569.9300000000001,86.66666666666667,-403.26166666666677,1,0,6,112
England,184.83333333333334,27.378333333333334,14.333333333333334,479.66833333333335,170.5,-452.29,1,0,83,41
France,19.666666666666668,527.0783333333334,8.0,521.5266666666665,11.666666666666668,5.551666666666847,1,0,92,49
Kenya,157.83333333333334,40.66833333333333,108.66666666666667,99.60833333333335,49.16666666666667,-58.94000000000002,1,0,85,73
Argentina,14.5,367.13333333333327,4.5,462.20166666666665,10.0,-95.06833333333338,1,0,26,5
Haiti,51.333333333333336,367.03999999999996,96.33333333333333,79.475,-44.99999999999999,287.56499999999994,1,0,63,60
South Africa,139.5,115.98,74.83333333333333,190.57333333333335,64.66666666666667,-74.59333333333335,1,0,4,129
Switzerland,133.5,78.05166666666666,7.0,613.3216666666666,126.5,-535.27,1,0,72,135
New Zealand,166.83333333333334,58.02166666666667,124.5,101.87,42.33333333333334,-43.848333333333336,1,0,44,100
Mexico,85.66666666666667,173.22166666666666,16.0,494.0733333333333,69.66666666666667,-320.8516666666667,1,0,134,92
Argentina,14.5,367.13333333333327,4.5,462.20166666666665,10.0,-95.06833333333338,1,0,26,5
South Africa,139.5,115.98,74.83333333333333,190.57333333333335,64.66666666666667,-74.59333333333335,1,0,4,129
Argentina,14.5,367.13333333333327,4.5,462.20166666666665,10.0,-95.06833333333338,1,0,26,5
Australia,79.0,183.25,37.5,394.7683333333334,41.5,-211.51833333333337,1,0,141,7
Azerbaijan,204.16666666666666,0.0,120.16666666666667,81.07333333333334,83.99999999999999,-81.07333333333334,1,0,111,9
Korea Republic,169.33333333333334,45.81166666666667,59.166666666666664,183.17666666666665,110.16666666666669,-137.36499999999998,1,0,70,75
Botswana,206.33333333333334,0.0,146.0,43.41166666666667,60.33333333333334,-43.41166666666667,1,0,40,17
Portugal,94.5,127.30499999999999,3.5,708.9733333333334,91.0,-581.6683333333334,1,0,43,113
Spain,57.833333333333336,243.60333333333332,7.333333333333333,608.915,50.5,-365.3116666666666,1,0,1,131
Congo,141.83333333333334,55.501666666666665,89.0,148.03833333333336,52.83333333333334,-92.53666666666669,1,0,42,30
Czech Republic,120.16666666666667,81.07333333333334,45.5,306.84833333333336,74.66666666666667,-225.77500000000003,1,0,9,35
Sweden,83.5,299.77,21.0,578.8333333333334,62.5,-279.0633333333334,1,0,77,134
Paraguay,4.5,462.20166666666665,31.166666666666668,421.83,-26.666666666666668,40.37166666666667,1,0,5,109
Iraq,125.5,109.98,86.33333333333333,242.39000000000001,39.16666666666667,-132.41000000000003,1,0,133,66
Montenegro,12.0,754.7800000000001,44.166666666666664,395.24,-32.166666666666664,359.5400000000001,1,0,33,94
Peru,31.166666666666668,421.83,11.0,616.1850000000001,20.166666666666668,-194.35500000000008,1,0,103,110
Montenegro,12.0,754.7800000000001,44.166666666666664,395.24,-32.166666666666664,359.5400000000001,1,0,33,94
England,138.83333333333334,40.94833333333333,14.333333333333334,479.66833333333335,124.50000000000001,-438.72,1,0,76,41
Brazil,11.0,616.1850000000001,2.0,638.3583333333332,9.0,-22.173333333333176,1,0,104,18
Serbia,98.66666666666667,203.5683333333333,34.833333333333336,445.91499999999996,63.833333333333336,-242.34666666666666,1,0,48,121
Niger,206.33333333333334,0.0,107.83333333333333,183.29333333333332,98.50000000000001,-183.29333333333332,1,1,122,101
Panama,62.666666666666664,284.3066666666667,54.0,306.59333333333336,8.666666666666664,-22.28666666666669,1,0,56,107
Kenya,157.83333333333334,40.66833333333333,108.66666666666667,99.60833333333335,49.16666666666667,-58.94000000000002,1,0,85,73
Egypt,89.0,148.03833333333336,42.333333333333336,273.91833333333335,46.666666666666664,-125.88,1,0,27,39
Brazil,64.5,58.74999999999999,2.0,638.3583333333332,62.5,-579.6083333333332,1,0,35,18
Germany,26.333333333333332,421.1116666666667,1.0,822.7366666666667,25.333333333333332,-401.625,1,0,97,53
Denmark,94.66666666666667,166.66833333333332,12.0,754.7800000000001,82.66666666666667,-588.1116666666668,1,0,6,36
Tahiti,166.83333333333334,32.515,156.16666666666666,48.875,10.666666666666686,-16.36,1,0,102,137
Ecuador,43.166666666666664,410.935,64.5,58.74999999999999,-21.333333333333336,352.185,1,0,144,38
Albania,96.66666666666667,60.405,57.833333333333336,243.60333333333332,38.833333333333336,-183.19833333333332,1,0,61,1
United Arab Emirates,57.833333333333336,220.96666666666667,79.0,183.25,-21.166666666666664,37.71666666666667,1,0,64,148
Tunisia,104.16666666666667,142.08166666666668,19.666666666666668,580.4266666666666,84.5,-438.3449999999999,1,0,84,143
Scotland,184.83333333333334,27.378333333333334,34.166666666666664,493.81333333333333,150.66666666666669,-466.435,1,0,83,119
Honduras,85.66666666666667,173.22166666666666,62.666666666666664,284.3066666666667,23.000000000000007,-111.08500000000001,1,0,134,61
Turkey,162.66666666666666,74.70666666666666,38.166666666666664,290.03666666666663,124.5,-215.32999999999998,1,1,69,144
Slovakia,138.83333333333334,40.94833333333333,28.5,358.18666666666667,110.33333333333334,-317.23833333333334,1,0,76,125
Mexico,85.5,230.70333333333338,16.0,494.0733333333333,69.5,-263.36999999999995,1,0,23,92
Germany,53.5,378.68666666666667,1.0,822.7366666666667,52.5,-444.05,1,0,98,53
Greece,200.83333333333334,17.08,44.833333333333336,339.45666666666665,156.0,-322.37666666666667,1,1,51,56
Peru,31.166666666666668,421.83,11.0,616.1850000000001,20.166666666666668,-194.35500000000008,1,0,103,110
Haiti,51.333333333333336,367.03999999999996,96.33333333333333,79.475,-44.99999999999999,287.56499999999994,1,0,63,60
Ecuador,4.5,462.20166666666665,64.5,58.74999999999999,-60.0,403.45166666666665,1,0,5,38
Estonia,200.83333333333334,17.08,90.33333333333333,218.51500000000001,110.50000000000001,-201.435,1,1,51,44
Slovakia,138.83333333333334,40.94833333333333,28.5,358.18666666666667,110.33333333333334,-317.23833333333334,1,0,76,125
Korea Republic,180.83333333333334,21.25,59.166666666666664,183.17666666666665,121.66666666666669,-161.92666666666665,1,0,71,75
Spain,96.66666666666667,60.405,7.333333333333333,608.915,89.33333333333334,-548.51,1,0,61,131
Tunisia,98.0,175.64666666666665,19.666666666666668,580.4266666666666,78.33333333333333,-404.78,1,1,74,143
Norway,204.16666666666666,0.0,53.5,378.68666666666667,150.66666666666666,-378.68666666666667,1,0,111,104
Greece,89.16666666666667,206.66,44.833333333333336,339.45666666666665,44.333333333333336,-132.79666666666665,1,0,31,56
Japan,125.5,109.98,57.833333333333336,220.96666666666667,67.66666666666666,-110.98666666666666,1,0,133,70
United Arab Emirates,173.33333333333334,25.450000000000003,79.0,183.25,94.33333333333334,-157.8,1,0,80,148
Poland,34.333333333333336,384.19,8.0,569.9300000000001,26.333333333333336,-185.74000000000007,1,0,109,112
Portugal,94.5,127.30499999999999,3.5,708.9733333333334,91.0,-581.6683333333334,1,0,43,113
Uzbekistan,101.16666666666667,135.38333333333333,82.0,129.1316666666667,19.16666666666667,6.251666666666637,1,0,108,150
Peru,31.166666666666668,421.83,11.0,616.1850000000001,20.166666666666668,-194.35500000000008,1,0,103,110
Germany,45.5,306.84833333333336,1.0,822.7366666666667,44.5,-515.8883333333333,1,0,32,53
Italy,57.833333333333336,243.60333333333332,16.833333333333332,440.00500000000005,41.0,-196.40166666666673,1,0,1,68
Austria,170.5,44.43333333333334,27.333333333333332,430.10999999999996,143.16666666666666,-385.6766666666666,1,0,87,8
Serbia,170.5,44.43333333333334,34.833333333333336,445.91499999999996,135.66666666666666,-401.4816666666666,1,0,87,121
Greece,200.83333333333334,17.08,44.833333333333336,339.45666666666665,156.0,-322.37666666666667,1,1,51,56
Denmark,94.66666666666667,166.66833333333332,12.0,754.7800000000001,82.66666666666667,-588.1116666666668,1,0,6,36
Poland,34.333333333333336,384.19,8.0,569.9300000000001,26.333333333333336,-185.74000000000007,1,0,109,112
Israel,181.16666666666666,42.68500000000001,96.66666666666667,60.405,84.49999999999999,-17.71999999999999,1,0,75,67
Tahiti,166.83333333333334,32.515,156.16666666666666,48.875,10.666666666666686,-16.36,1,0,102,137
Portugal,133.5,78.05166666666666,3.5,708.9733333333334,130.0,-630.9216666666667,1,0,72,113
Slovakia,138.83333333333334,40.94833333333333,28.5,358.18666666666667,110.33333333333334,-317.23833333333334,1,0,76,125
Belgium,44.833333333333336,339.45666666666665,4.0,646.1566666666666,40.833333333333336,-306.7,1,0,52,13
Wales,170.5,44.43333333333334,19.833333333333332,376.8283333333333,150.66666666666666,-332.395,1,0,87,153
Albania,181.16666666666666,42.68500000000001,57.833333333333336,243.60333333333332,123.33333333333331,-200.91833333333332,1,0,75,1
Uzbekistan,133.16666666666666,113.13999999999999,82.0,129.1316666666667,51.16666666666666,-15.991666666666703,1,1,147,150
Greece,89.16666666666667,206.66,44.833333333333336,339.45666666666665,44.333333333333336,-132.79666666666665,1,0,31,56
Argentina,14.5,367.13333333333327,4.5,462.20166666666665,10.0,-95.06833333333338,1,0,26,5
Brazil,19.0,395.4550000000001,2.0,638.3583333333332,17.0,-242.90333333333314,1,0,142,18
Korea Republic,180.83333333333334,21.25,59.166666666666664,183.17666666666665,121.66666666666669,-161.92666666666665,1,0,71,75
Mexico,59.166666666666664,183.17666666666665,16.0,494.0733333333333,43.166666666666664,-310.89666666666665,0,1,68,92
England,19.666666666666668,580.4266666666666,14.333333333333334,479.66833333333335,5.333333333333334,100.75833333333327,0,1,135,41
Netherlands,85.83333333333333,160.80666666666664,19.666666666666668,527.0783333333334,66.16666666666666,-366.27166666666676,1,0,11,98
Senegal,8.0,569.9300000000001,26.833333333333332,401.705,-18.833333333333332,168.22500000000008,0,1,106,120
Switzerland,132.83333333333334,204.26500000000001,7.0,613.3216666666666,125.83333333333334,-409.0566666666666,1,0,3,135
Egypt,89.0,148.03833333333336,42.333333333333336,273.91833333333335,46.666666666666664,-125.88,1,0,27,39
