,tournament,neutral,home_rank,home_weighted_points,home_team,away_rank,away_weighted_points,away_team,won,rank_diff,point_diff
Afghanistan,FIFA World Cup qualification,False,57.833333333333336,220.96666666666667,Japan,145.16666666666666,104.065,Afghanistan,1,-87.33333333333331,116.90166666666667
Afghanistan,FIFA World Cup qualification,False,171.66666666666666,31.26,Singapore,145.16666666666666,104.065,Afghanistan,1,26.5,-72.80499999999999
Afghanistan,FIFA World Cup qualification,False,75.0,232.32833333333335,Syria,145.16666666666666,104.065,Afghanistan,1,-70.16666666666666,128.26333333333335
Albania,FIFA World Cup qualification,False,94.66666666666667,166.66833333333332,Armenia,57.833333333333336,243.60333333333332,Albania,1,36.833333333333336,-76.935
Albania,FIFA World Cup qualification,False,12.0,754.7800000000001,Denmark,57.833333333333336,243.60333333333332,Albania,1,-45.833333333333336,511.17666666666673
Albania,FIFA World Cup qualification,False,14.333333333333334,479.66833333333335,England,57.833333333333336,243.60333333333332,Albania,1,-43.5,236.06500000000003
Albania,FIFA World Cup qualification,False,14.333333333333334,479.66833333333335,England,57.833333333333336,243.60333333333332,Albania,1,-43.5,236.06500000000003
Albania,FIFA World Cup qualification,False,65.0,346.72499999999997,Finland,57.833333333333336,243.60333333333332,Albania,1,7.166666666666664,103.12166666666664
Albania,FIFA World Cup qualification,False,98.66666666666667,203.5683333333333,Georgia,57.833333333333336,243.60333333333332,Albania,1,40.833333333333336,-40.035000000000025
Albania,FIFA World Cup qualification,False,1.0,822.7366666666667,Germany,57.833333333333336,243.60333333333332,Albania,1,-56.833333333333336,579.1333333333333
Albania,FIFA World Cup qualification,False,44.833333333333336,339.45666666666665,Greece,57.833333333333336,243.60333333333332,Albania,1,-13.0,95.85333333333332
Albania,FIFA World Cup qualification,False,44.833333333333336,339.45666666666665,Greece,57.833333333333336,243.60333333333332,Albania,1,-13.0,95.85333333333332
Albania,FIFA World Cup qualification,False,16.833333333333332,440.00500000000005,Italy,57.833333333333336,243.60333333333332,Albania,1,-41.0,196.40166666666673
Albania,FIFA World Cup qualification,False,19.666666666666668,527.0783333333334,Netherlands,57.833333333333336,243.60333333333332,Albania,1,-38.16666666666667,283.475
Albania,FIFA World Cup qualification,False,26.333333333333332,421.1116666666667,Northern Ireland,57.833333333333336,243.60333333333332,Albania,1,-31.500000000000004,177.50833333333335
Albania,FIFA World Cup qualification,False,26.333333333333332,421.1116666666667,Northern Ireland,57.833333333333336,243.60333333333332,Albania,1,-31.500000000000004,177.50833333333335
Albania,FIFA World Cup qualification,False,3.5,708.9733333333334,Portugal,57.833333333333336,243.60333333333332,Albania,1,-54.333333333333336,465.37
Albania,FIFA World Cup qualification,False,34.333333333333336,384.19,Romania,57.833333333333336,243.60333333333332,Albania,1,-23.5,140.58666666666667
Albania,FIFA World Cup qualification,False,62.5,238.87666666666667,Slovenia,57.833333333333336,243.60333333333332,Albania,1,4.666666666666664,-4.7266666666666595
Albania,FIFA World Cup qualification,False,7.333333333333333,608.915,Spain,57.833333333333336,243.60333333333332,Albania,1,-50.5,365.3116666666666
Albania,FIFA World Cup qualification,False,7.333333333333333,608.915,Spain,57.833333333333336,243.60333333333332,Albania,1,-50.5,365.3116666666666
Albania,FIFA World Cup qualification,False,21.0,578.8333333333334,Sweden,57.833333333333336,243.60333333333332,Albania,1,-36.833333333333336,335.23
Albania,FIFA World Cup qualification,False,38.166666666666664,290.03666666666663,Turkey,57.833333333333336,243.60333333333332,Albania,1,-19.66666666666667,46.43333333333331
Algeria,FIFA World Cup qualification,False,139.5,115.98,Angola,61.5,212.29999999999998,Algeria,1,78.0,-96.31999999999998
Algeria,FIFA World Cup,True,2.0,638.3583333333332,Brazil,61.5,212.29999999999998,Algeria,1,-59.5,426.0583333333333
Algeria,FIFA World Cup qualification,False,49.5,256.27833333333336,Cameroon,61.5,212.29999999999998,Algeria,1,-12.0,43.97833333333338
Algeria,FIFA World Cup,True,1.0,822.7366666666667,Germany,61.5,212.29999999999998,Algeria,1,-60.5,610.4366666666667
Algeria,FIFA World Cup qualification,False,41.333333333333336,380.00333333333333,Morocco,61.5,212.29999999999998,Algeria,1,-20.166666666666664,167.70333333333335
Algeria,FIFA World Cup qualification,False,107.83333333333333,183.29333333333332,Niger,61.5,212.29999999999998,Algeria,1,46.33333333333333,-29.00666666666666
Algeria,FIFA World Cup qualification,False,49.5,280.28333333333336,Nigeria,61.5,212.29999999999998,Algeria,1,-12.0,67.98333333333338
Algeria,FIFA World Cup qualification,False,49.5,280.28333333333336,Nigeria,61.5,212.29999999999998,Algeria,1,-12.0,67.98333333333338
Algeria,FIFA World Cup qualification,False,26.833333333333332,401.705,Senegal,61.5,212.29999999999998,Algeria,1,-34.66666666666667,189.405
Algeria,FIFA World Cup qualification,False,26.833333333333332,401.705,Senegal,61.5,212.29999999999998,Algeria,1,-34.66666666666667,189.405
Algeria,FIFA World Cup qualification,False,19.666666666666668,580.4266666666666,Tunisia,61.5,212.29999999999998,Algeria,1,-41.83333333333333,368.12666666666667
Algeria,FIFA World Cup,True,24.5,488.3666666666666,USA,61.5,212.29999999999998,Algeria,1,-37.0,276.0666666666666
American Samoa,FIFA World Cup qualification,True,166.83333333333334,58.02166666666667,Fiji,192.66666666666666,0.0,American Samoa,1,-25.833333333333314,58.02166666666667
Andorra,FIFA World Cup qualification,False,94.66666666666667,166.66833333333332,Armenia,132.83333333333334,204.26500000000001,Andorra,1,-38.16666666666667,-37.59666666666669
Andorra,FIFA World Cup qualification,False,85.83333333333333,160.80666666666664,Belarus,132.83333333333334,204.26500000000001,Andorra,1,-47.000000000000014,-43.45833333333337
Andorra,FIFA World Cup qualification,False,45.5,306.84833333333336,Czech Republic,132.83333333333334,204.26500000000001,Andorra,1,-87.33333333333334,102.58333333333334
Andorra,FIFA World Cup qualification,False,90.33333333333333,218.51500000000001,Estonia,132.83333333333334,204.26500000000001,Andorra,1,-42.500000000000014,14.25
Andorra,FIFA World Cup qualification,False,94.5,127.30499999999999,Faroe Islands,132.83333333333334,204.26500000000001,Andorra,1,-38.33333333333334,-76.96000000000002
Andorra,FIFA World Cup qualification,False,65.0,346.72499999999997,Finland,132.83333333333334,204.26500000000001,Andorra,1,-67.83333333333334,142.45999999999995
Andorra,FIFA World Cup qualification,False,19.666666666666668,527.0783333333334,Netherlands,132.83333333333334,204.26500000000001,Andorra,1,-113.16666666666667,322.8133333333334
Andorra,FIFA World Cup qualification,False,19.666666666666668,527.0783333333334,Netherlands,132.83333333333334,204.26500000000001,Andorra,1,-113.16666666666667,322.8133333333334
Andorra,FIFA World Cup qualification,False,3.5,708.9733333333334,Portugal,132.83333333333334,204.26500000000001,Andorra,1,-129.33333333333334,504.70833333333337
Andorra,FIFA World Cup qualification,False,3.5,708.9733333333334,Portugal,132.83333333333334,204.26500000000001,Andorra,1,-129.33333333333334,504.70833333333337
Andorra,FIFA World Cup qualification,False,7.0,613.3216666666666,Switzerland,132.83333333333334,204.26500000000001,Andorra,1,-125.83333333333334,409.0566666666666
Andorra,FIFA World Cup qualification,False,38.166666666666664,290.03666666666663,Turkey,132.83333333333334,204.26500000000001,Andorra,1,-94.66666666666669,85.77166666666662
Andorra,FIFA World Cup qualification,False,33.333333333333336,405.47333333333336,Ukraine,132.83333333333334,204.26500000000001,Andorra,1,-99.5,201.20833333333334
Angola,FIFA World Cup qualification,False,84.16666666666667,165.73666666666665,Benin,139.5,115.98,Angola,1,-55.33333333333333,49.756666666666646
Angola,FIFA World Cup qualification,False,49.5,256.27833333333336,Cameroon,139.5,115.98,Angola,1,-90.0,140.29833333333335
Angola,FIFA World Cup qualification,False,91.66666666666667,173.07000000000002,Gabon,139.5,115.98,Angola,1,-47.83333333333333,57.09000000000002
Angola,FIFA World Cup qualification,False,110.0,143.18666666666664,Zimbabwe,139.5,115.98,Angola,1,-29.5,27.206666666666635
Angola,FIFA World Cup qualification,False,110.0,143.18666666666664,Zimbabwe,139.5,115.98,Angola,1,-29.5,27.206666666666635
Anguilla,FIFA World Cup qualification,False,155.5,36.465,Dominican Republic,206.33333333333334,0.0,Anguilla,1,-50.83333333333334,36.465
Anguilla,FIFA World Cup qualification,False,155.5,36.465,Dominican Republic,206.33333333333334,0.0,Anguilla,1,-50.83333333333334,36.465
Anguilla,FIFA World Cup qualification,False,84.66666666666667,250.72500000000002,El Salvador,206.33333333333334,0.0,Anguilla,1,-121.66666666666667,250.72500000000002
Antigua and Barbuda,FIFA World Cup qualification,False,181.0,29.75,Bermuda,132.0,25.584999999999997,Antigua and Barbuda,1,49.0,4.165000000000003
Antigua and Barbuda,FIFA World Cup qualification,False,181.5,7.14,Cuba,132.0,25.584999999999997,Antigua and Barbuda,1,49.5,-18.444999999999997
Antigua and Barbuda,FIFA World Cup qualification,True,78.66666666666667,177.43499999999997,Curaçao,132.0,25.584999999999997,Antigua and Barbuda,1,-53.33333333333333,151.84999999999997
Antigua and Barbuda,FIFA World Cup qualification,True,78.66666666666667,177.43499999999997,Curaçao,132.0,25.584999999999997,Antigua and Barbuda,1,-53.33333333333333,151.84999999999997
Antigua and Barbuda,FIFA World Cup qualification,False,134.66666666666666,0.0,Guatemala,132.0,25.584999999999997,Antigua and Barbuda,1,2.666666666666657,-25.584999999999997
Antigua and Barbuda,FIFA World Cup qualification,False,96.33333333333333,79.475,Haiti,132.0,25.584999999999997,Antigua and Barbuda,1,-35.66666666666667,53.89
Antigua and Barbuda,FIFA World Cup qualification,False,24.5,488.3666666666666,USA,132.0,25.584999999999997,Antigua and Barbuda,1,-107.5,462.78166666666664
Argentina,FIFA World Cup qualification,False,52.666666666666664,406.9783333333333,Bolivia,4.5,462.20166666666665,Argentina,1,48.166666666666664,-55.22333333333336
Argentina,FIFA World Cup qualification,False,52.666666666666664,406.9783333333333,Bolivia,4.5,462.20166666666665,Argentina,1,48.166666666666664,-55.22333333333336
Argentina,FIFA World Cup qualification,False,52.666666666666664,406.9783333333333,Bolivia,4.5,462.20166666666665,Argentina,1,48.166666666666664,-55.22333333333336
Argentina,FIFA World Cup qualification,False,2.0,638.3583333333332,Brazil,4.5,462.20166666666665,Argentina,1,-2.5,176.15666666666658
Argentina,FIFA World Cup qualification,False,64.5,58.74999999999999,Ecuador,4.5,462.20166666666665,Argentina,1,60.0,-403.45166666666665
Argentina,FIFA World Cup,False,14.333333333333334,479.66833333333335,England,4.5,462.20166666666665,Argentina,1,9.833333333333334,17.466666666666697
Argentina,FIFA World Cup,True,1.0,822.7366666666667,Germany,4.5,462.20166666666665,Argentina,1,-3.5,360.535
Argentina,FIFA World Cup,True,16.833333333333332,440.00500000000005,Italy,4.5,462.20166666666665,Argentina,1,12.333333333333332,-22.1966666666666
Argentina,FIFA World Cup,True,19.666666666666668,527.0783333333334,Netherlands,4.5,462.20166666666665,Argentina,1,15.166666666666668,64.87666666666672
Argentina,FIFA World Cup,True,19.666666666666668,527.0783333333334,Netherlands,4.5,462.20166666666665,Argentina,1,15.166666666666668,64.87666666666672
Argentina,FIFA World Cup qualification,False,31.166666666666668,421.83,Paraguay,4.5,462.20166666666665,Argentina,1,26.666666666666668,-40.37166666666667
Argentina,FIFA World Cup qualification,False,11.0,616.1850000000001,Peru,4.5,462.20166666666665,Argentina,1,6.5,153.9833333333334
Argentina,FIFA World Cup qualification,False,11.0,616.1850000000001,Peru,4.5,462.20166666666665,Argentina,1,6.5,153.9833333333334
Argentina,FIFA World Cup,True,34.333333333333336,384.19,Romania,4.5,462.20166666666665,Argentina,1,29.833333333333336,-78.01166666666666
Argentina,FIFA World Cup,False,19.0,395.4550000000001,Uruguay,4.5,462.20166666666665,Argentina,1,14.5,-66.74666666666656
Armenia,FIFA World Cup qualification,False,45.5,306.84833333333336,Czech Republic,94.66666666666667,166.66833333333332,Armenia,1,-49.16666666666667,140.18000000000004
Armenia,FIFA World Cup qualification,False,12.0,754.7800000000001,Denmark,94.66666666666667,166.66833333333332,Armenia,1,-82.66666666666667,588.1116666666668
Armenia,FIFA World Cup qualification,False,65.0,346.72499999999997,Finland,94.66666666666667,166.66833333333332,Armenia,1,-29.66666666666667,180.05666666666664
Armenia,FIFA World Cup qualification,False,19.666666666666668,527.0783333333334,Netherlands,94.66666666666667,166.66833333333332,Armenia,1,-75.0,360.4100000000001
Armenia,FIFA World Cup qualification,False,8.0,569.9300000000001,Poland,94.66666666666667,166.66833333333332,Armenia,1,-86.66666666666667,403.26166666666677
Armenia,FIFA World Cup qualification,False,34.333333333333336,384.19,Romania,94.66666666666667,166.66833333333332,Armenia,1,-60.333333333333336,217.52166666666668
Armenia,FIFA World Cup qualification,False,33.333333333333336,405.47333333333336,Ukraine,94.66666666666667,166.66833333333332,Armenia,1,-61.333333333333336,238.80500000000004
Aruba,FIFA World Cup qualification,False,132.0,25.584999999999997,Antigua and Barbuda,182.0,0.0,Aruba,1,-50.0,25.584999999999997
Aruba,FIFA World Cup qualification,False,155.5,36.465,Dominican Republic,182.0,0.0,Aruba,1,-26.5,36.465
Aruba,FIFA World Cup qualification,False,156.33333333333334,0.0,Suriname,182.0,0.0,Aruba,1,-25.666666666666657,0.0
Australia,FIFA World Cup qualification,False,85.5,230.70333333333338,Canada,37.5,394.7683333333334,Australia,1,48.0,-164.065
Australia,FIFA World Cup qualification,False,166.83333333333334,58.02166666666667,Fiji,37.5,394.7683333333334,Australia,1,129.33333333333334,-336.7466666666667
Australia,FIFA World Cup qualification,False,162.0,62.38999999999999,Indonesia,37.5,394.7683333333334,Australia,1,124.5,-332.3783333333334
Australia,FIFA World Cup qualification,True,86.33333333333333,242.39000000000001,Iraq,37.5,394.7683333333334,Australia,1,48.83333333333333,-152.37833333333336
Australia,FIFA World Cup qualification,False,96.66666666666667,60.405,Israel,37.5,394.7683333333334,Australia,1,59.16666666666667,-334.36333333333334
Australia,FIFA World Cup,True,16.833333333333332,440.00500000000005,Italy,37.5,394.7683333333334,Australia,1,-20.666666666666668,45.23666666666668
Australia,FIFA World Cup qualification,False,57.833333333333336,220.96666666666667,Japan,37.5,394.7683333333334,Australia,1,20.333333333333336,-173.8016666666667
Australia,FIFA World Cup qualification,False,115.16666666666667,140.725,Jordan,37.5,394.7683333333334,Australia,1,77.66666666666667,-254.04333333333338
Australia,FIFA World Cup qualification,True,114.66666666666667,124.46,Korea DPR,37.5,394.7683333333334,Australia,1,77.16666666666667,-270.3083333333334
Australia,FIFA World Cup qualification,False,19.0,395.4550000000001,Uruguay,37.5,394.7683333333334,Australia,1,-18.5,0.6866666666667243
Austria,FIFA World Cup qualification,False,14.333333333333334,479.66833333333335,England,27.333333333333332,430.10999999999996,Austria,1,-12.999999999999998,49.558333333333394
Austria,FIFA World Cup qualification,False,1.0,822.7366666666667,Germany,27.333333333333332,430.10999999999996,Austria,1,-26.333333333333332,392.6266666666667
Austria,FIFA World Cup,True,1.0,822.7366666666667,Germany,27.333333333333332,430.10999999999996,Austria,1,-26.333333333333332,392.6266666666667
Austria,FIFA World Cup qualification,False,1.0,822.7366666666667,Germany,27.333333333333332,430.10999999999996,Austria,1,-26.333333333333332,392.6266666666667
Austria,FIFA World Cup qualification,False,50.5,193.13,Hungary,27.333333333333332,430.10999999999996,Austria,1,23.166666666666668,-236.97999999999996
Austria,FIFA World Cup qualification,False,50.5,193.13,Hungary,27.333333333333332,430.10999999999996,Austria,1,23.166666666666668,-236.97999999999996
Austria,FIFA World Cup,False,16.833333333333332,440.00500000000005,Italy,27.333333333333332,430.10999999999996,Austria,1,-10.5,9.895000000000095
Austria,FIFA World Cup,False,16.833333333333332,440.00500000000005,Italy,27.333333333333332,430.10999999999996,Austria,1,-10.5,9.895000000000095
Austria,FIFA World Cup,True,16.833333333333332,440.00500000000005,Italy,27.333333333333332,430.10999999999996,Austria,1,-10.5,9.895000000000095
Austria,FIFA World Cup qualification,False,8.0,569.9300000000001,Poland,27.333333333333332,430.10999999999996,Austria,1,-19.333333333333332,139.8200000000001
Austria,FIFA World Cup qualification,False,34.166666666666664,493.81333333333333,Scotland,27.333333333333332,430.10999999999996,Austria,1,6.833333333333332,63.703333333333376
Austria,FIFA World Cup qualification,False,34.833333333333336,445.91499999999996,Serbia,27.333333333333332,430.10999999999996,Austria,1,7.5000000000000036,15.805000000000007
Austria,FIFA World Cup qualification,False,34.833333333333336,445.91499999999996,Serbia,27.333333333333332,430.10999999999996,Austria,1,7.5000000000000036,15.805000000000007
Austria,FIFA World Cup qualification,False,21.0,578.8333333333334,Sweden,27.333333333333332,430.10999999999996,Austria,1,-6.333333333333332,148.72333333333341
Austria,FIFA World Cup qualification,False,38.166666666666664,290.03666666666663,Turkey,27.333333333333332,430.10999999999996,Austria,1,10.833333333333332,-140.07333333333332
Azerbaijan,FIFA World Cup qualification,False,27.333333333333332,430.10999999999996,Austria,120.16666666666667,81.07333333333334,Azerbaijan,1,-92.83333333333334,349.03666666666663
Azerbaijan,FIFA World Cup qualification,False,14.333333333333334,479.66833333333335,England,120.16666666666667,81.07333333333334,Azerbaijan,1,-105.83333333333334,398.595
Azerbaijan,FIFA World Cup qualification,False,65.0,346.72499999999997,Finland,120.16666666666667,81.07333333333334,Azerbaijan,1,-55.16666666666667,265.65166666666664
Azerbaijan,FIFA World Cup qualification,False,1.0,822.7366666666667,Germany,120.16666666666667,81.07333333333334,Azerbaijan,1,-119.16666666666667,741.6633333333333
Azerbaijan,FIFA World Cup qualification,False,1.0,822.7366666666667,Germany,120.16666666666667,81.07333333333334,Azerbaijan,1,-119.16666666666667,741.6633333333333
Azerbaijan,FIFA World Cup qualification,False,26.333333333333332,421.1116666666667,Northern Ireland,120.16666666666667,81.07333333333334,Azerbaijan,1,-93.83333333333334,340.03833333333336
Azerbaijan,FIFA World Cup qualification,False,8.0,569.9300000000001,Poland,120.16666666666667,81.07333333333334,Azerbaijan,1,-112.16666666666667,488.85666666666674
Azerbaijan,FIFA World Cup qualification,False,64.66666666666667,212.42,Russia,120.16666666666667,81.07333333333334,Azerbaijan,1,-55.5,131.34666666666664
Azerbaijan,FIFA World Cup qualification,False,28.5,358.18666666666667,Slovakia,120.16666666666667,81.07333333333334,Azerbaijan,1,-91.66666666666667,277.11333333333334
Azerbaijan,FIFA World Cup qualification,False,21.0,578.8333333333334,Sweden,120.16666666666667,81.07333333333334,Azerbaijan,1,-99.16666666666667,497.76000000000005
Azerbaijan,FIFA World Cup qualification,False,19.833333333333332,376.8283333333333,Wales,120.16666666666667,81.07333333333334,Azerbaijan,1,-100.33333333333334,295.755
Bahamas,FIFA World Cup qualification,False,181.0,29.75,Bermuda,206.33333333333334,0.0,Bahamas,1,-25.333333333333343,29.75
Bahrain,FIFA World Cup qualification,True,143.5,90.26,Hong Kong,119.66666666666667,150.8516666666667,Bahrain,1,23.83333333333333,-60.59166666666668
Bahrain,FIFA World Cup qualification,True,86.33333333333333,242.39000000000001,Iraq,119.66666666666667,150.8516666666667,Bahrain,1,-33.33333333333334,91.53833333333333
Bahrain,FIFA World Cup qualification,False,86.33333333333333,242.39000000000001,Iraq,119.66666666666667,150.8516666666667,Bahrain,1,-33.33333333333334,91.53833333333333
Bahrain,FIFA World Cup qualification,False,57.833333333333336,220.96666666666667,Japan,119.66666666666667,150.8516666666667,Bahrain,1,-61.833333333333336,70.11499999999998
Bahrain,FIFA World Cup qualification,False,57.833333333333336,220.96666666666667,Japan,119.66666666666667,150.8516666666667,Bahrain,1,-61.833333333333336,70.11499999999998
Bahrain,FIFA World Cup qualification,False,57.833333333333336,220.96666666666667,Japan,119.66666666666667,150.8516666666667,Bahrain,1,-61.833333333333336,70.11499999999998
Bahrain,FIFA World Cup qualification,True,101.16666666666667,135.38333333333333,Qatar,119.66666666666667,150.8516666666667,Bahrain,1,-18.5,-15.468333333333362
Bahrain,FIFA World Cup qualification,False,67.0,174.54,Saudi Arabia,119.66666666666667,150.8516666666667,Bahrain,1,-52.66666666666667,23.688333333333304
Bahrain,FIFA World Cup qualification,False,79.0,183.25,United Arab Emirates,119.66666666666667,150.8516666666667,Bahrain,1,-40.66666666666667,32.39833333333331
Bahrain,FIFA World Cup qualification,False,82.0,129.1316666666667,Uzbekistan,119.66666666666667,150.8516666666667,Bahrain,1,-37.66666666666667,-21.72
Bangladesh,FIFA World Cup qualification,False,37.5,394.7683333333334,Australia,196.5,0.0,Bangladesh,1,-159.0,394.7683333333334
Bangladesh,FIFA World Cup qualification,False,115.16666666666667,140.725,Jordan,196.5,0.0,Bangladesh,1,-81.33333333333333,140.725
Bangladesh,FIFA World Cup qualification,False,82.66666666666667,306.0,Lebanon,196.5,0.0,Bangladesh,1,-113.83333333333333,306.0
Bangladesh,FIFA World Cup qualification,False,67.0,174.54,Saudi Arabia,196.5,0.0,Bangladesh,1,-129.5,174.54
Bangladesh,FIFA World Cup qualification,False,122.0,156.32999999999998,Tajikistan,196.5,0.0,Bangladesh,1,-74.5,156.32999999999998
Bangladesh,FIFA World Cup qualification,False,122.0,156.32999999999998,Tajikistan,196.5,0.0,Bangladesh,1,-74.5,156.32999999999998
Bangladesh,FIFA World Cup qualification,False,125.5,109.98,Thailand,196.5,0.0,Bangladesh,1,-71.0,109.98
Bangladesh,FIFA World Cup qualification,False,79.0,183.25,United Arab Emirates,196.5,0.0,Bangladesh,1,-117.5,183.25
Barbados,FIFA World Cup qualification,False,25.166666666666668,395.195,Costa Rica,156.33333333333334,51.43666666666667,Barbados,1,-131.16666666666669,343.7583333333333
Barbados,FIFA World Cup qualification,False,134.66666666666666,0.0,Guatemala,156.33333333333334,51.43666666666667,Barbados,1,-21.666666666666686,-51.43666666666667
Barbados,FIFA World Cup qualification,False,51.333333333333336,367.03999999999996,Jamaica,156.33333333333334,51.43666666666667,Barbados,1,-105.0,315.6033333333333
Barbados,FIFA World Cup qualification,False,85.66666666666667,173.22166666666666,Trinidad and Tobago,156.33333333333334,51.43666666666667,Barbados,1,-70.66666666666667,121.785
Barbados,FIFA World Cup qualification,False,85.66666666666667,173.22166666666666,Trinidad and Tobago,156.33333333333334,51.43666666666667,Barbados,1,-70.66666666666667,121.785
Belarus,FIFA World Cup qualification,False,16.833333333333332,477.5566666666667,Croatia,85.83333333333333,160.80666666666664,Belarus,1,-69.0,316.75
Belarus,FIFA World Cup qualification,False,90.33333333333333,218.51500000000001,Estonia,85.83333333333333,160.80666666666664,Belarus,1,4.5,57.70833333333337
Belarus,FIFA World Cup qualification,False,65.0,346.72499999999997,Finland,85.83333333333333,160.80666666666664,Belarus,1,-20.83333333333333,185.91833333333332
Belarus,FIFA World Cup qualification,False,98.66666666666667,203.5683333333333,Georgia,85.83333333333333,160.80666666666664,Belarus,1,12.833333333333343,42.761666666666656
Belarus,FIFA World Cup qualification,False,133.5,78.05166666666666,Latvia,85.83333333333333,160.80666666666664,Belarus,1,47.66666666666667,-82.75499999999998
Belarus,FIFA World Cup qualification,False,83.5,299.77,Luxembourg,85.83333333333333,160.80666666666664,Belarus,1,-2.3333333333333286,138.96333333333334
Belarus,FIFA World Cup qualification,False,170.5,44.43333333333334,Moldova,85.83333333333333,160.80666666666664,Belarus,1,84.66666666666667,-116.3733333333333
Belarus,FIFA World Cup qualification,False,19.666666666666668,527.0783333333334,Netherlands,85.83333333333333,160.80666666666664,Belarus,1,-66.16666666666666,366.27166666666676
Belarus,FIFA World Cup qualification,False,8.0,569.9300000000001,Poland,85.83333333333333,160.80666666666664,Belarus,1,-77.83333333333333,409.12333333333345
Belarus,FIFA World Cup qualification,False,34.166666666666664,493.81333333333333,Scotland,85.83333333333333,160.80666666666664,Belarus,1,-51.666666666666664,333.00666666666666
Belarus,FIFA World Cup qualification,False,21.0,578.8333333333334,Sweden,85.83333333333333,160.80666666666664,Belarus,1,-64.83333333333333,418.02666666666676
Belarus,FIFA World Cup qualification,False,33.333333333333336,405.47333333333336,Ukraine,85.83333333333333,160.80666666666664,Belarus,1,-52.49999999999999,244.6666666666667
Belarus,FIFA World Cup qualification,False,19.833333333333332,376.8283333333333,Wales,85.83333333333333,160.80666666666664,Belarus,1,-66.0,216.02166666666668
Belgium,FIFA World Cup qualification,False,57.833333333333336,243.60333333333332,Albania,4.0,646.1566666666666,Belgium,1,53.833333333333336,-402.5533333333333
Belgium,FIFA World Cup,True,4.5,462.20166666666665,Argentina,4.0,646.1566666666666,Belgium,1,0.5,-183.95499999999998
Belgium,FIFA World Cup,True,4.5,462.20166666666665,Argentina,4.0,646.1566666666666,Belgium,1,0.5,-183.95499999999998
Belgium,FIFA World Cup qualification,False,94.66666666666667,166.66833333333332,Armenia,4.0,646.1566666666666,Belgium,1,90.66666666666667,-479.48833333333334
Belgium,FIFA World Cup qualification,False,46.333333333333336,370.25999999999993,Bulgaria,4.0,646.1566666666666,Belgium,1,42.333333333333336,-275.8966666666667
Belgium,FIFA World Cup qualification,False,16.833333333333332,477.5566666666667,Croatia,4.0,646.1566666666666,Belgium,1,12.833333333333332,-168.59999999999997
Belgium,FIFA World Cup,True,14.333333333333334,479.66833333333335,England,4.0,646.1566666666666,Belgium,1,10.333333333333334,-166.4883333333333
Belgium,FIFA World Cup,False,8.0,521.5266666666665,France,4.0,646.1566666666666,Belgium,1,4.0,-124.63000000000011
Belgium,FIFA World Cup qualification,False,8.0,521.5266666666665,France,4.0,646.1566666666666,Belgium,1,4.0,-124.63000000000011
Belgium,FIFA World Cup,True,8.0,521.5266666666665,France,4.0,646.1566666666666,Belgium,1,4.0,-124.63000000000011
Belgium,FIFA World Cup,False,16.0,494.0733333333333,Mexico,4.0,646.1566666666666,Belgium,1,12.0,-152.08333333333331
Belgium,FIFA World Cup qualification,False,19.666666666666668,527.0783333333334,Netherlands,4.0,646.1566666666666,Belgium,1,15.666666666666668,-119.07833333333326
Belgium,FIFA World Cup qualification,False,19.666666666666668,527.0783333333334,Netherlands,4.0,646.1566666666666,Belgium,1,15.666666666666668,-119.07833333333326
Belgium,FIFA World Cup,True,8.0,569.9300000000001,Poland,4.0,646.1566666666666,Belgium,1,4.0,-76.22666666666657
Belgium,FIFA World Cup qualification,False,7.333333333333333,608.915,Spain,4.0,646.1566666666666,Belgium,1,3.333333333333333,-37.241666666666674
Belgium,FIFA World Cup qualification,False,7.333333333333333,608.915,Spain,4.0,646.1566666666666,Belgium,1,3.333333333333333,-37.241666666666674
Belgium,FIFA World Cup qualification,False,19.833333333333332,376.8283333333333,Wales,4.0,646.1566666666666,Belgium,1,15.833333333333332,-269.3283333333333
Belize,FIFA World Cup qualification,False,84.66666666666667,250.72500000000002,El Salvador,170.83333333333334,1.4166666666666667,Belize,1,-86.16666666666667,249.30833333333337
Belize,FIFA World Cup qualification,False,16.0,494.0733333333333,Mexico,170.83333333333334,1.4166666666666667,Belize,1,-154.83333333333334,492.65666666666664
Belize,FIFA World Cup qualification,False,54.0,306.59333333333336,Panama,170.83333333333334,1.4166666666666667,Belize,1,-116.83333333333334,305.1766666666667
Benin,FIFA World Cup qualification,False,61.5,212.29999999999998,Algeria,84.16666666666667,165.73666666666665,Benin,1,-22.66666666666667,46.56333333333333
Benin,FIFA World Cup qualification,False,49.5,256.27833333333336,Cameroon,84.16666666666667,165.73666666666665,Benin,1,-34.66666666666667,90.54166666666671
Benin,FIFA World Cup qualification,False,42.333333333333336,273.91833333333335,Egypt,84.16666666666667,165.73666666666665,Benin,1,-41.833333333333336,108.1816666666667
Benin,FIFA World Cup qualification,False,98.0,175.64666666666665,Libya,84.16666666666667,165.73666666666665,Benin,1,13.833333333333329,9.909999999999997
Benin,FIFA World Cup qualification,False,41.333333333333336,380.00333333333333,Morocco,84.16666666666667,165.73666666666665,Benin,1,-42.833333333333336,214.26666666666668
Benin,FIFA World Cup qualification,False,26.833333333333332,401.705,Senegal,84.16666666666667,165.73666666666665,Benin,1,-57.33333333333334,235.96833333333333
